Reservoir,Site,Date,Time,Depth_m,Filter,Fe_mgL,Mn_mgL,count_Fe_mgL,count_Mn_mgL
FCR,50,2015-09-14,NA      ,8,S,0.04898,1.801,1,1
FCR,50,2015-09-14,NA      ,8,T,2.423,1.987,1,1
FCR,50,2015-09-14,NA      ,9,S,0.04497,1.873,1,1
FCR,50,2015-09-14,NA      ,9,T,2.361,2.086,1,1
FCR,50,2015-09-21,NA      ,0.1,S,0.04417,0.00304,1,1
FCR,50,2015-09-21,NA      ,0.1,T,0.3125,0.03678,1,1
FCR,50,2015-09-21,NA      ,1.6,S,0.04176,8.7e-4,1,1
FCR,50,2015-09-21,NA      ,1.6,T,0.3079,0.03246,1,1
FCR,50,2015-09-21,NA      ,3.8,S,0.04341,8.1e-4,1,1
FCR,50,2015-09-21,NA      ,3.8,T,0.3183,0.0339,1,1
FCR,50,2015-09-21,NA      ,5,S,0.1517,1.699,1,1
FCR,50,2015-09-21,NA      ,5,T,1.183,1.746,1,1
FCR,50,2015-09-21,NA      ,6.2,S,0.1859,1.824,1,1
FCR,50,2015-09-21,NA      ,6.2,T,2.551,1.959,1,1
FCR,50,2015-09-21,NA      ,8,S,0.09978,1.682,1,1
FCR,50,2015-09-21,NA      ,8,T,2.147,1.831,1,1
FCR,50,2015-09-21,NA      ,9,S,0.02458,1.896,1,1
FCR,50,2015-09-21,NA      ,9,T,1.907,2.054,1,1
FCR,50,2015-09-28,NA      ,0.1,S,0.05707,0.00526,1,1
FCR,50,2015-09-28,NA      ,0.1,T,0.2782,0.1202,1,1
FCR,50,2015-09-28,NA      ,1.6,S,0.05773,0.00132,1,1
FCR,50,2015-09-28,NA      ,1.6,T,0.28,0.1224,1,1
FCR,50,2015-09-28,NA      ,3.8,S,0.06418,0.00124,1,1
FCR,50,2015-09-28,NA      ,3.8,T,0.3268,0.1409,1,1
FCR,50,2015-09-28,NA      ,5,S,0.1525,0.2115,1,1
FCR,50,2015-09-28,NA      ,5,T,0.7206,0.4929,1,1
FCR,50,2015-09-28,NA      ,6.2,S,0.1516,1.026,1,1
FCR,50,2015-09-28,NA      ,6.2,T,1.529,1.026,1,1
FCR,50,2015-09-28,NA      ,8,S,0.01115,2.066,1,1
FCR,50,2015-09-28,NA      ,8,T,1.781,2.088,1,1
FCR,50,2015-09-28,NA      ,9,S,0.07016,1.809,1,1
FCR,50,2015-09-28,NA      ,9,T,1.784,1.861,1,1
FCR,50,2015-10-05,NA      ,0.1,S,0.07251,0.01006,1,1
FCR,50,2015-10-05,NA      ,0.1,T,0.3384,0.117,1,1
FCR,50,2015-10-05,NA      ,1.6,S,0.06978,0.00385,1,1
FCR,50,2015-10-05,NA      ,1.6,T,0.3278,0.1091,1,1
FCR,50,2015-10-05,NA      ,3.8,S,0.073,0.00319,1,1
FCR,50,2015-10-05,NA      ,3.8,T,0.3407,0.1114,1,1
FCR,50,2015-10-05,NA      ,5,S,0.07309,0.0032,1,1
FCR,50,2015-10-05,NA      ,5,T,0.3285,0.1081,1,1
FCR,50,2015-10-05,NA      ,6.2,S,0.07098,0.00318,1,1
FCR,50,2015-10-05,NA      ,6.2,T,0.3268,0.1061,1,1
FCR,50,2015-10-05,NA      ,8,S,0.08745,0.01493,1,1
FCR,50,2015-10-05,NA      ,8,T,0.4033,0.1332,1,1
FCR,50,2015-10-05,NA      ,9,S,0.08049,0.01301,1,1
FCR,50,2015-10-05,NA      ,9,T,0.3857,0.1298,1,1
FCR,50,2015-10-19,NA      ,0.1,S,0.108,0.01851,1,1
FCR,50,2015-10-19,NA      ,0.1,T,0.3267,0.06237,1,1
FCR,50,2015-10-19,NA      ,1.6,S,0.1042,0.01825,1,1
FCR,50,2015-10-19,NA      ,1.6,T,0.3279,0.06131,1,1
FCR,50,2015-10-19,NA      ,3.8,S,0.1089,0.01809,1,1
FCR,50,2015-10-19,NA      ,3.8,T,0.3339,0.06188,1,1
FCR,50,2015-10-19,NA      ,5,S,0.10780000000000001,0.01999,1,1
FCR,50,2015-10-19,NA      ,5,T,0.3329,0.06158,1,1
FCR,50,2015-10-19,NA      ,6.2,S,0.1119,0.02253,1,1
FCR,50,2015-10-19,NA      ,6.2,T,0.3593,0.0607,1,1
FCR,50,2015-10-19,NA      ,8,S,0.116,0.02342,1,1
FCR,50,2015-10-19,NA      ,8,T,0.3638,0.05976,1,1
FCR,50,2015-10-19,NA      ,9,S,0.1186,0.02404,1,1
FCR,50,2015-10-19,NA      ,9,T,0.369,0.05971,1,1
FCR,50,2015-11-09,NA      ,0.1,S,0.06515,0.00219,1,1
FCR,50,2015-11-09,NA      ,0.1,T,0.3843,0.02269,1,1
FCR,50,2015-11-09,NA      ,1.6,S,0.06962,0.00191,1,1
FCR,50,2015-11-09,NA      ,1.6,T,0.3851,0.02263,1,1
FCR,50,2015-11-09,NA      ,3.8,S,0.06416,0.00177,1,1
FCR,50,2015-11-09,NA      ,3.8,T,0.3846,0.02364,1,1
FCR,50,2015-11-09,NA      ,5,S,0.05107,0.00325,1,1
FCR,50,2015-11-09,NA      ,5,T,0.408,0.0383,1,1
FCR,50,2015-11-09,NA      ,6.2,S,0.08085,0.00755,1,1
FCR,50,2015-11-09,NA      ,6.2,T,0.4144,0.04994,1,1
FCR,50,2015-11-09,NA      ,8,S,0.07754,0.01412,1,1
FCR,50,2015-11-09,NA      ,8,T,0.445,0.07542,1,1
FCR,50,2015-11-09,NA      ,9,S,0.08777,0.01744,1,1
FCR,50,2015-11-09,NA      ,9,T,0.4617,0.08046,1,1
FCR,50,2015-12-07,NA      ,0.1,S,0.1197,0.00342,1,1
FCR,50,2015-12-07,NA      ,0.1,T,0.4612,0.02438,1,1
FCR,50,2015-12-07,NA      ,1.6,S,0.1214,0.00231,1,1
FCR,50,2015-12-07,NA      ,1.6,T,0.4624,0.02528,1,1
FCR,50,2015-12-07,NA      ,3.8,S,0.2152,0.0019,1,1
FCR,50,2015-12-07,NA      ,3.8,T,0.4659,0.0252,1,1
FCR,50,2015-12-07,NA      ,5,S,0.2162,0.00198,1,1
FCR,50,2015-12-07,NA      ,5,T,0.4738,0.02562,1,1
FCR,50,2015-12-07,NA      ,6.2,S,0.1296,0.00358,1,1
FCR,50,2015-12-07,NA      ,6.2,T,0.4592,0.02493,1,1
FCR,50,2015-12-07,NA      ,8,S,0.1254,0.00276,1,1
FCR,50,2015-12-07,NA      ,8,T,0.4644,0.02515,1,1
FCR,50,2015-12-07,NA      ,9,S,0.1229,0.00242,1,1
FCR,50,2015-12-07,NA      ,9,T,0.4688,0.02541,1,1
FCR,50,2016-03-30,NA      ,0.1,S,0.013713,0.002982,1,1
FCR,50,2016-03-30,NA      ,0.1,T,0.204702,0.080291,1,1
FCR,50,2016-03-30,NA      ,1.6,S,0.014698,0.001868,1,1
FCR,50,2016-03-30,NA      ,1.6,T,0.229922,0.059744,1,1
FCR,50,2016-03-30,NA      ,3.8,S,0.014669,0.001733,1,1
FCR,50,2016-03-30,NA      ,3.8,T,0.214883,0.058844,1,1
FCR,50,2016-03-30,NA      ,5,S,0.018659,0.002291,1,1
FCR,50,2016-03-30,NA      ,5,T,0.290129,0.057858,1,1
FCR,50,2016-03-30,NA      ,6.2,S,0.024861,0.005901,1,1
FCR,50,2016-03-30,NA      ,6.2,T,0.298997,0.070399,1,1
FCR,50,2016-03-30,NA      ,8,S,0.045939,0.021369,1,1
FCR,50,2016-03-30,NA      ,8,T,0.382473,0.123538,1,1
FCR,50,2016-03-30,NA      ,9,S,0.077235,0.047316,1,1
FCR,50,2016-03-30,NA      ,9,T,0.548329,0.26079599999999997,1,1
FCR,50,2016-04-11,NA      ,0.1,S,0.016716,0.001944,1,1
FCR,50,2016-04-11,NA      ,0.1,T,0.198577,0.065111,1,1
FCR,50,2016-04-11,NA      ,1.6,S,0.01662,0.001427,1,1
FCR,50,2016-04-11,NA      ,1.6,T,0.200755,0.066757,1,1
FCR,50,2016-04-11,NA      ,3.8,S,0.021287,0.001183,1,1
FCR,50,2016-04-11,NA      ,3.8,T,0.236091,0.102543,1,1
FCR,50,2016-04-11,NA      ,5,S,0.025877,0.002803,1,1
FCR,50,2016-04-11,NA      ,5,T,0.249242,0.082853,1,1
FCR,50,2016-04-11,NA      ,6.2,S,0.042287,0.015474,1,1
FCR,50,2016-04-11,NA      ,6.2,T,0.25895,0.092315,1,1
FCR,50,2016-04-11,NA      ,8,S,0.095335,0.070998,1,1
FCR,50,2016-04-11,NA      ,8,T,0.402893,0.189956,1,1
FCR,50,2016-04-11,NA      ,9,S,0.268308,0.201577,1,1
FCR,50,2016-04-11,NA      ,9,T,1.050278,0.51755,1,1
FCR,50,2016-04-18,NA      ,0.1,S,0.017227,0.013907,1,1
FCR,50,2016-04-18,NA      ,0.1,T,0.204583,0.104558,1,1
FCR,50,2016-04-18,NA      ,1.6,S,0.01654,0.012751,1,1
FCR,50,2016-04-18,NA      ,1.6,T,0.192828,0.090032,1,1
FCR,50,2016-04-18,NA      ,3.8,S,0.015364,0.008412,1,1
FCR,50,2016-04-18,NA      ,3.8,T,0.202479,0.079241,1,1
FCR,50,2016-04-18,NA      ,5,S,0.016363,0.007784,1,1
FCR,50,2016-04-18,NA      ,5,T,0.198844,0.065536,1,1
FCR,50,2016-04-18,NA      ,6.2,S,0.032588,0.006085,1,1
FCR,50,2016-04-18,NA      ,6.2,T,0.235131,0.065511,1,1
FCR,50,2016-04-18,NA      ,8,S,0.146519,0.084323,1,1
FCR,50,2016-04-18,NA      ,8,T,0.547087,0.188873,1,1
FCR,50,2016-04-18,NA      ,9,S,0.249576,0.199906,1,1
FCR,50,2016-04-18,NA      ,9,T,1.014461,0.470921,1,1
FCR,50,2016-05-09,NA      ,0.1,S,0.013817,0.002029,1,1
FCR,50,2016-05-09,NA      ,0.1,T,0.311402,0.114624,1,1
FCR,50,2016-05-09,NA      ,1.6,S,0.014056,0.001421,1,1
FCR,50,2016-05-09,NA      ,1.6,T,0.306043,0.116796,1,1
FCR,50,2016-05-09,NA      ,3.8,S,0.015265,0.0017,1,1
FCR,50,2016-05-09,NA      ,3.8,T,0.369627,0.118401,1,1
FCR,50,2016-05-09,NA      ,5,S,0.035918,0.00195,1,1
FCR,50,2016-05-09,NA      ,5,T,0.259437,0.08725,1,1
FCR,50,2016-05-09,NA      ,6.2,S,0.110178,0.05939,1,1
FCR,50,2016-05-09,NA      ,6.2,T,0.323519,0.087943,1,1
FCR,50,2016-05-09,NA      ,8,S,0.104276,0.051483,1,1
FCR,50,2016-05-09,NA      ,8,T,0.345461,0.091659,1,1
FCR,50,2016-05-09,NA      ,9,S,0.116001,0.066255,1,1
FCR,50,2016-05-09,NA      ,9,T,0.364175,0.082653,1,1
FCR,50,2016-05-16,NA      ,0.1,S,0.014395,0.003192,1,1
FCR,50,2016-05-16,NA      ,0.1,T,0.290683,0.102576,1,1
FCR,50,2016-05-16,NA      ,1.6,S,0.013568,0.002296,1,1
FCR,50,2016-05-16,NA      ,1.6,T,0.288642,0.084827,1,1
FCR,50,2016-05-16,NA      ,3.8,S,0.015731,0.006774,1,1
FCR,50,2016-05-16,NA      ,3.8,T,0.318755,0.188655,1,1
FCR,50,2016-05-16,NA      ,5,S,0.049855,0.002523,1,1
FCR,50,2016-05-16,NA      ,5,T,0.358053,0.05615,1,1
FCR,50,2016-05-16,NA      ,6.2,S,0.065753,0.019867,1,1
FCR,50,2016-05-16,NA      ,6.2,T,0.292259,0.050418,1,1
FCR,50,2016-05-16,NA      ,8,S,0.119657,0.048623,1,1
FCR,50,2016-05-16,NA      ,8,T,0.274409,0.032737,1,1
FCR,50,2016-05-16,NA      ,9,S,0.120266,0.048959,1,1
FCR,50,2016-05-16,NA      ,9,T,0.286497,0.02758,1,1
FCR,50,2016-05-23,NA      ,0.1,S,0.043,0.004,1,1
FCR,50,2016-05-23,NA      ,0.1,T,0.215,0.017,1,1
FCR,50,2016-05-23,NA      ,1.6,S,0.029,0.002,1,1
FCR,50,2016-05-23,NA      ,1.6,T,0.215,0.015,1,1
FCR,50,2016-05-23,NA      ,3.8,S,0.04,0.002,1,1
FCR,50,2016-05-23,NA      ,3.8,T,0.296,0.017,1,1
FCR,50,2016-05-23,NA      ,5,S,0.01,0.002,1,1
FCR,50,2016-05-23,NA      ,5,T,0.373,0.042,1,1
FCR,50,2016-05-23,NA      ,6.2,S,0.012,0.022,1,1
FCR,50,2016-05-23,NA      ,6.2,T,0.278,0.062,1,1
FCR,50,2016-05-23,NA      ,8,S,0.009,0.05,1,1
FCR,50,2016-05-23,NA      ,8,T,0.264,0.109,1,1
FCR,50,2016-05-23,NA      ,9,S,0.01,0.049,1,1
FCR,50,2016-05-23,NA      ,9,T,0.298,0.126,1,1
FCR,50,2016-05-30,NA      ,0.1,S,0.026000000000000002,0.0055,2,2
FCR,50,2016-05-30,NA      ,0.1,T,0.2005,0.0185,2,2
FCR,50,2016-05-30,NA      ,1.6,S,0.0125,0.004,2,2
FCR,50,2016-05-30,NA      ,1.6,T,0.20450000000000002,0.022,2,2
FCR,50,2016-05-30,NA      ,3.8,S,0.004,0.0015,2,2
FCR,50,2016-05-30,NA      ,3.8,T,0.23099999999999998,0.018500000000000003,2,2
FCR,50,2016-05-30,NA      ,5,S,0.004,0.0035,2,2
FCR,50,2016-05-30,NA      ,5,T,0.6745,0.093,2,2
FCR,50,2016-05-30,NA      ,6.2,S,0.004,0.0095,2,2
FCR,50,2016-05-30,NA      ,6.2,T,0.24,0.059,2,2
FCR,50,2016-05-30,NA      ,8,S,0.004,0.0225,2,2
FCR,50,2016-05-30,NA      ,8,T,0.6279999999999999,0.1465,2,2
FCR,50,2016-05-30,NA      ,9,S,0.004,0.027,2,2
FCR,50,2016-05-30,NA      ,9,T,0.377,0.161,2,2
FCR,50,2016-05-31,NA      ,0.1,S,0.028,0.001,1,1
FCR,50,2016-05-31,NA      ,0.1,T,0.203,0.02,1,1
FCR,50,2016-05-31,NA      ,1.6,S,0.011,0.001,1,1
FCR,50,2016-05-31,NA      ,1.6,T,0.204,0.027,1,1
FCR,50,2016-05-31,NA      ,3.8,S,0.004,0.001,1,1
FCR,50,2016-05-31,NA      ,3.8,T,0.202,0.028,1,1
FCR,50,2016-05-31,NA      ,5,S,0.004,0.001,1,1
FCR,50,2016-05-31,NA      ,5,T,0.25,0.037,1,1
FCR,50,2016-05-31,NA      ,6.2,S,0.004,0.006,1,1
FCR,50,2016-05-31,NA      ,6.2,T,0.271,0.054,1,1
FCR,50,2016-05-31,NA      ,8,S,0.004,0.026,1,1
FCR,50,2016-05-31,NA      ,8,T,0.244,0.115,1,1
FCR,50,2016-05-31,NA      ,9,S,0.004,0.03,1,1
FCR,50,2016-05-31,NA      ,9,T,0.236,0.114,1,1
FCR,50,2016-06-06,NA      ,0.1,S,0.057,0.003,1,1
FCR,50,2016-06-06,NA      ,0.1,T,0.274,0.024,1,1
FCR,50,2016-06-06,NA      ,1.6,S,0.032,0.001,1,1
FCR,50,2016-06-06,NA      ,1.6,T,0.259,0.026,1,1
FCR,50,2016-06-06,NA      ,3.8,S,0.004,0.001,1,1
FCR,50,2016-06-06,NA      ,3.8,T,0.236,0.028,1,1
FCR,50,2016-06-06,NA      ,5,S,0.004,0.001,1,1
FCR,50,2016-06-06,NA      ,5,T,0.325,0.042,1,1
FCR,50,2016-06-06,NA      ,6.2,S,0.004,0.035,1,1
FCR,50,2016-06-06,NA      ,6.2,T,0.401,0.186,1,1
FCR,50,2016-06-06,NA      ,8,S,0.004,0.03,1,1
FCR,50,2016-06-06,NA      ,8,T,0.349,0.135,1,1
FCR,50,2016-06-06,NA      ,9,S,0.004,0.033,1,1
FCR,50,2016-06-06,NA      ,9,T,0.766,0.366,1,1
FCR,50,2016-06-13,NA      ,0.1,S,0.037,0.001,1,1
FCR,50,2016-06-13,NA      ,0.1,T,0.225,0.013,1,1
FCR,50,2016-06-13,NA      ,1.6,S,0.05,0.001,1,1
FCR,50,2016-06-13,NA      ,1.6,T,0.222,0.013,1,1
FCR,50,2016-06-13,NA      ,3.8,S,0.022,0.001,1,1
FCR,50,2016-06-13,NA      ,3.8,T,0.184,0.013,1,1
FCR,50,2016-06-13,NA      ,5,S,0.005,0.002,1,1
FCR,50,2016-06-13,NA      ,5,T,0.216,0.017,1,1
FCR,50,2016-06-13,NA      ,6.2,S,0.008,0.07,1,1
FCR,50,2016-06-13,NA      ,6.2,T,0.218,0.15,1,1
FCR,50,2016-06-13,NA      ,8,S,0.004,0.076,1,1
FCR,50,2016-06-13,NA      ,8,T,0.196,0.164,1,1
FCR,50,2016-06-13,NA      ,9,S,0.004,0.075,1,1
FCR,50,2016-06-13,NA      ,9,T,0.435,0.258,1,1
FCR,50,2016-06-20,NA      ,0.1,S,0.099,0.004,1,1
FCR,50,2016-06-20,NA      ,0.1,T,0.311,0.019,1,1
FCR,50,2016-06-20,NA      ,1.6,S,0.072,0.002,1,1
FCR,50,2016-06-20,NA      ,1.6,T,0.303,0.017,1,1
FCR,50,2016-06-20,NA      ,3.8,S,0.029,0.001,1,1
FCR,50,2016-06-20,NA      ,3.8,T,0.22,0.014,1,1
FCR,50,2016-06-20,NA      ,5,S,0.004,0.003,1,1
FCR,50,2016-06-20,NA      ,5,T,0.194,0.031,1,1
FCR,50,2016-06-20,NA      ,6.2,S,0.004,0.066,1,1
FCR,50,2016-06-20,NA      ,6.2,T,0.229,0.161,1,1
FCR,50,2016-06-20,NA      ,8,S,0.004,0.122,1,1
FCR,50,2016-06-20,NA      ,8,T,0.201,0.234,1,1
FCR,50,2016-06-20,NA      ,9,S,0.004,0.151,1,1
FCR,50,2016-06-20,NA      ,9,T,0.172,0.268,1,1
FCR,50,2016-06-27,NA      ,0.1,S,0.016,0.006,1,1
FCR,50,2016-06-27,NA      ,0.1,T,0.233,0.019,1,1
FCR,50,2016-06-27,NA      ,1.6,S,0.04,0.001,1,1
FCR,50,2016-06-27,NA      ,1.6,T,0.234,0.015,1,1
FCR,50,2016-06-27,NA      ,3.8,S,0.023,0.001,1,1
FCR,50,2016-06-27,NA      ,3.8,T,0.198,0.02,1,1
FCR,50,2016-06-27,NA      ,5,S,0.004,0.009,1,1
FCR,50,2016-06-27,NA      ,5,T,0.284,0.034,1,1
FCR,50,2016-06-27,NA      ,6.2,S,0.004,0.342,1,1
FCR,50,2016-06-27,NA      ,6.2,T,0.274,0.458,1,1
FCR,50,2016-06-27,NA      ,8,S,0.004,0.282,1,1
FCR,50,2016-06-27,NA      ,8,T,0.281,0.376,1,1
FCR,50,2016-06-27,NA      ,9,S,0.004,0.338,1,1
FCR,50,2016-06-27,NA      ,9,T,0.252,0.451,1,1
FCR,50,2016-06-30,NA      ,0.1,S,0.03,0.001,1,1
FCR,50,2016-06-30,NA      ,0.1,T,0.225,0.033,1,1
FCR,50,2016-06-30,NA      ,1.6,S,0.017,0.001,1,1
FCR,50,2016-06-30,NA      ,1.6,T,0.222,0.041,1,1
FCR,50,2016-06-30,NA      ,3.8,S,0.004,0.001,1,1
FCR,50,2016-06-30,NA      ,3.8,T,0.243,0.063,1,1
FCR,50,2016-06-30,NA      ,5,S,0.004,0.002,1,1
FCR,50,2016-06-30,NA      ,5,T,0.259,0.105,1,1
FCR,50,2016-06-30,NA      ,6.2,S,0.004,0.049,1,1
FCR,50,2016-06-30,NA      ,6.2,T,0.672,0.256,1,1
FCR,50,2016-06-30,NA      ,8,S,0.004,0.323,1,1
FCR,50,2016-06-30,NA      ,8,T,0.336,0.428,1,1
FCR,50,2016-06-30,NA      ,9,S,0.004,0.417,1,1
FCR,50,2016-06-30,NA      ,9,T,0.534,0.662,1,1
FCR,50,2016-07-05,NA      ,0.1,S,0.034,0.007,1,1
FCR,50,2016-07-05,NA      ,0.1,T,0.321,0.025,1,1
FCR,50,2016-07-05,NA      ,1.6,S,0.122,0.002,1,1
FCR,50,2016-07-05,NA      ,1.6,T,0.323,0.025,1,1
FCR,50,2016-07-05,NA      ,3.8,S,0.025,0.002,1,1
FCR,50,2016-07-05,NA      ,3.8,T,0.292,0.025,1,1
FCR,50,2016-07-05,NA      ,5,S,0.004,0.003,1,1
FCR,50,2016-07-05,NA      ,5,T,0.262,0.038,1,1
FCR,50,2016-07-05,NA      ,6.2,S,0.007,0.176,1,1
FCR,50,2016-07-05,NA      ,6.2,T,0.453,0.231,1,1
FCR,50,2016-07-05,NA      ,8,S,0.004,0.716,1,1
FCR,50,2016-07-05,NA      ,8,T,0.355,0.846,1,1
FCR,50,2016-07-05,NA      ,9,S,0.004,0.653,1,1
FCR,50,2016-07-05,NA      ,9,T,0.349,0.758,1,1
FCR,50,2016-07-11,NA      ,0.1,S,0.024,0.003,1,1
FCR,50,2016-07-11,NA      ,0.1,T,0.25,0.025,1,1
FCR,50,2016-07-11,NA      ,1.6,S,0.046,0.001,1,1
FCR,50,2016-07-11,NA      ,1.6,T,0.246,0.024,1,1
FCR,50,2016-07-11,NA      ,3.8,S,0.015,0.004,1,1
FCR,50,2016-07-11,NA      ,3.8,T,0.285,0.02,1,1
FCR,50,2016-07-11,NA      ,5,S,0.006,0.006,1,1
FCR,50,2016-07-11,NA      ,5,T,0.415,0.042,1,1
FCR,50,2016-07-11,NA      ,6.2,S,0.004,0.329,1,1
FCR,50,2016-07-11,NA      ,6.2,T,1.323,0.397,1,1
FCR,50,2016-07-11,NA      ,8,S,0.004,0.658,1,1
FCR,50,2016-07-11,NA      ,8,T,0.581,0.855,1,1
FCR,50,2016-07-11,NA      ,9,S,0.004,0.933,1,1
FCR,50,2016-07-11,NA      ,9,T,0.689,1.147,1,1
FCR,50,2016-07-18,NA      ,0.1,S,0.073,0.002,1,1
FCR,50,2016-07-18,NA      ,0.1,T,0.279,0.029,1,1
FCR,50,2016-07-18,NA      ,1.6,S,0.065,0.001,1,1
FCR,50,2016-07-18,NA      ,1.6,T,0.279,0.028,1,1
FCR,50,2016-07-18,NA      ,3.8,S,0.018,0.004,1,1
FCR,50,2016-07-18,NA      ,3.8,T,0.23,0.018,1,1
FCR,50,2016-07-18,NA      ,5,S,0.009,0.031,1,1
FCR,50,2016-07-18,NA      ,5,T,0.645,0.092,1,1
FCR,50,2016-07-18,NA      ,6.2,S,0.193,0.759,1,1
FCR,50,2016-07-18,NA      ,6.2,T,2.646,0.798,1,1
FCR,50,2016-07-18,NA      ,8,S,0.024,1.002,1,1
FCR,50,2016-07-18,NA      ,8,T,1.316,1.105,1,1
FCR,50,2016-07-18,NA      ,9,S,0.008,1.154,1,1
FCR,50,2016-07-18,NA      ,9,T,0.886,1.29,1,1
FCR,50,2016-07-25,NA      ,0.1,S,0.066,0.006,1,1
FCR,50,2016-07-25,NA      ,0.1,T,0.292,0.026,1,1
FCR,50,2016-07-25,NA      ,1.6,S,0.067,0.002,1,1
FCR,50,2016-07-25,NA      ,1.6,T,0.286,0.023,1,1
FCR,50,2016-07-25,NA      ,3.8,S,0.044,0.004,1,1
FCR,50,2016-07-25,NA      ,3.8,T,0.323,0.029,1,1
FCR,50,2016-07-25,NA      ,5,S,0.004,0.06,1,1
FCR,50,2016-07-25,NA      ,5,T,0.555,0.131,1,1
FCR,50,2016-07-25,NA      ,6.2,S,0.024,0.996,1,1
FCR,50,2016-07-25,NA      ,6.2,T,3.524,1.057,1,1
FCR,50,2016-07-25,NA      ,8,S,0.009,1.011,1,1
FCR,50,2016-07-25,NA      ,8,T,1.187,1.11,1,1
FCR,50,2016-07-25,NA      ,9,S,0.011,0.93,1,1
FCR,50,2016-07-25,NA      ,9,T,1.205,1.026,1,1
FCR,50,2016-08-01,NA      ,0.1,S,0.044,0.011,1,1
FCR,50,2016-08-01,NA      ,0.1,T,0.258,0.026,1,1
FCR,50,2016-08-01,NA      ,1.6,S,0.051,0.011,1,1
FCR,50,2016-08-01,NA      ,1.6,T,0.25,0.025,1,1
FCR,50,2016-08-01,NA      ,3.8,S,0.018,0.009,1,1
FCR,50,2016-08-01,NA      ,3.8,T,0.296,0.036,1,1
FCR,50,2016-08-01,NA      ,5,S,0.013,0.014,1,1
FCR,50,2016-08-01,NA      ,5,T,0.381,0.05,1,1
FCR,50,2016-08-01,NA      ,6.2,S,0.068,0.295,1,1
FCR,50,2016-08-01,NA      ,6.2,T,1.57,0.398,1,1
FCR,50,2016-08-01,NA      ,8,S,0.016,0.853,1,1
FCR,50,2016-08-01,NA      ,8,T,1.228,1.052,1,1
FCR,50,2016-08-01,NA      ,9,S,0.01,1.49,1,1
FCR,50,2016-08-01,NA      ,9,T,1.02,1.576,1,1
FCR,50,2016-08-08,NA      ,0.1,S,0.093,0.008,1,1
FCR,50,2016-08-08,NA      ,0.1,T,0.317,0.019,1,1
FCR,50,2016-08-08,NA      ,1.6,S,0.082,0.009,1,1
FCR,50,2016-08-08,NA      ,1.6,T,0.283,0.019,1,1
FCR,50,2016-08-08,NA      ,3.8,S,0.058,0.021,1,1
FCR,50,2016-08-08,NA      ,3.8,T,0.43,0.029,1,1
FCR,50,2016-08-08,NA      ,5,S,0.016,0.227,1,1
FCR,50,2016-08-08,NA      ,5,T,0.808,0.249,1,1
FCR,50,2016-08-08,NA      ,6.2,S,0.028,0.499,1,1
FCR,50,2016-08-08,NA      ,6.2,T,1.944,0.523,1,1
FCR,50,2016-08-08,NA      ,8,S,0.015,0.71,1,1
FCR,50,2016-08-08,NA      ,8,T,1.292,0.718,1,1
FCR,50,2016-08-08,NA      ,9,S,0.036,0.639,1,1
FCR,50,2016-08-08,NA      ,9,T,1.017,0.686,1,1
FCR,50,2016-08-15,NA      ,0.1,S,0.129,0.006,1,1
FCR,50,2016-08-15,NA      ,0.1,T,0.31,0.017,1,1
FCR,50,2016-08-15,NA      ,1.6,S,0.137,0.003,1,1
FCR,50,2016-08-15,NA      ,1.6,T,0.293,0.014,1,1
FCR,50,2016-08-15,NA      ,3.8,S,0.511,0.035,1,1
FCR,50,2016-08-15,NA      ,3.8,T,0.122,0.015,1,1
FCR,50,2016-08-15,NA      ,5,S,0.04,0.426,1,1
FCR,50,2016-08-15,NA      ,5,T,1.038,0.472,1,1
FCR,50,2016-08-15,NA      ,6.2,S,7.37,1.134,1,1
FCR,50,2016-08-15,NA      ,6.2,T,8.353,1.168,1,1
FCR,50,2016-08-15,NA      ,8,S,1.905,1.498,1,1
FCR,50,2016-08-15,NA      ,8,T,3.493,1.607,1,1
FCR,50,2016-08-15,NA      ,9,S,0.08,1.939,1,1
FCR,50,2016-08-15,NA      ,9,T,1.838,2.04,1,1
FCR,50,2016-08-26,NA      ,0.1,S,0.073,0.006,1,1
FCR,50,2016-08-26,NA      ,0.1,T,0.365,0.018,1,1
FCR,50,2016-08-26,NA      ,1.6,S,0.053,0.003,1,1
FCR,50,2016-08-26,NA      ,1.6,T,0.361,0.016,1,1
FCR,50,2016-08-26,NA      ,3.8,S,0.073,0.025,1,1
FCR,50,2016-08-26,NA      ,3.8,T,0.602,0.046,1,1
FCR,50,2016-08-26,NA      ,5,S,0.172,0.481,1,1
FCR,50,2016-08-26,NA      ,5,T,2.28,0.604,1,1
FCR,50,2016-08-26,NA      ,6.2,S,4.761,0.915,1,1
FCR,50,2016-08-26,NA      ,6.2,T,4.913,0.656,1,1
FCR,50,2016-08-26,NA      ,8,S,0.05,1.867,1,1
FCR,50,2016-08-26,NA      ,8,T,1.812,1.939,1,1
FCR,50,2016-08-26,NA      ,9,S,0.037,1.875,1,1
FCR,50,2016-08-26,NA      ,9,T,1.91,2.019,1,1
FCR,50,2016-09-02,NA      ,0.1,S,0.059,0.002,1,1
FCR,50,2016-09-02,NA      ,0.1,T,0.35,0.02,1,1
FCR,50,2016-09-02,NA      ,1.6,S,0.063,0.002,1,1
FCR,50,2016-09-02,NA      ,1.6,T,0.376,0.021,1,1
FCR,50,2016-09-02,NA      ,3.8,S,0.011,0.01,1,1
