"sample_ID_tntp","Reservoir","Site","Date","Depth_m","TP_ugL","TN_ugL","sample_ID.DOC","TIC_mgL","TC_mgL","TOC_mgL","TNb_mgL","sample_ID.lachatSolubles","NH4_ugL","PO4_ugL","NO3NO2_ugL"
"F50 17OCT23 9","FCR",50,"10/17/2023",9,25.4,1800,"F50 17oct23 9",7,10.5,3.5,1.5,"F50 17oct23 9",1370,3.1,20.5
"B50 24OCT23 0.1","BVR",50,"10/24/2023",0.1,15.4,283,"B50 24oct23 0.1",3.854528144,7.418327794,3.563799649,0.301283819,"B50 24oct23 0.1",37.1,3,2.6
"B50 24OCT23 3","BVR",50,"10/24/2023",3,19.6,413,"B50 24OCT23 3",4.831447935,8.039085595,3.207637659,0.266010259,"B50 24oct23 3",33.8,5.4,3.7
"B50 24OCT23 6","BVR",50,"10/24/2023",6,18.6,403,"B50 24oct23 6",4.010917267,7.649655111,3.638737844,0.3,"B50 24oct23 6",39.6,3.9,1.8
"B50 24OCT23 9","BVR",50,"10/24/2023",9,21.2,603,"B50 24oct23 9",4.3,7.2,3,0.37,"B50 24oct23 9",173,3.7,3.7
"F50 24OCT23 0.1","FCR",50,"10/24/2023",0.1,32.4,665,"F50 24oct23 0.1",5.345085995,8.929035763,3.583949768,0.492704881,"F50 24oct23 0.1",148,4.1,22.8
"F50 24OCT23 1.6","FCR",50,"10/24/2023",1.6,34.9,678,"F50 24oct23 1.6",5.2,8.8,3.6,0.5,"F50 24oct23 1.6",147,9.1,25.5
"F50 24OCT23 3.8","FCR",50,"10/24/2023",3.8,32.2,672,"F50 24OCT23 3.8",5.806796156,9.45087901,3.644082854,0.484906063,"F50 24oct23 3.8",164,4.6,23.5
"F50 24OCT23 5","FCR",50,"10/24/2023",5,33.1,685,"F50 24oct23 5",4.408936797,7.872153517,3.463216719,0.485088296,"F50 24OCT23 5",161,6.1,24.1
"F50 24OCT23 6.2","FCR",50,"10/24/2023",6.2,31.1,970,"F50 24OCT23 6.2",6.594171662,9.591449382,2.99727772,0.878819411,"F50 24oct23 6.2",579,3.2,23.8
"F50 24OCT23 8","FCR",50,"10/24/2023",8,29.1,1400,"F50 24OCT23 8",6.700372095,9.306330289,2.605958194,1.39,"F50 24oct23 8",1100,2.2,27.6
"F50 24OCT23 9","FCR",50,"10/24/2023",9,33.4,1498,"F50 24OCT23 9",7.265466885,9.302097692,2.036630807,1.67,"F50 24oct23 9",1380,2.6,21.4
"B50 31OCT23 0.1","BVR",50,"10/31/2023",0.1,23.3,427,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B50 31OCT23 3","BVR",50,"10/31/2023",3,18.9,370,"B50 31oct23 3",3.807086809,15.98144112,12.17435431,0.323629807,"B50 31oct23 3",17.2,195,5.5
"B50 31OCT23 6","BVR",50,"10/31/2023",6,16.2,373,"B50 31oct23 6",4.120059967,7.478891323,3.358831355,0.365078976,"B50 31oct23 6",98.7,5.3,3
"B50 31OCT23 9","BVR",50,"10/31/2023",9,32.9,743,"B50 31oct23 9",4.1,7.3,3.2,0.42,"B50 31oct23 9",226,3.2,3.1
"F100 31OCT23 0.1","FCR",100,"10/31/2023",0.1,40.3,120,"F100 31oct23 0.1",5.5,8.5,3,0.11,"F100 31oct23 0.1",11.3,30.3,1.8
"F50 31OCT23 0.1","FCR",50,"10/31/2023",0.1,62.2,830,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F50 31OCT23 1.6","FCR",50,"10/31/2023",1.6,53,718,"F50 31oct23 1.6",4.573160121,8.337726883,3.764566762,0.388943598,"F50 31OCT23 1.6",31.3,9.1,7.2
"F50 31OCT23 3.8","FCR",50,"10/31/2023",3.8,30.1,586,"F50 31oct23 3.8",4.803843936,8.802658976,3.99881504,0.383237187,"F50 31oct23 3.8",53,6.3,20
"F50 31OCT23 5","FCR",50,"10/31/2023",5,26.5,632,"F50 31oct23 5",4.935389852,8.466318653,3.530928801,0.556963458,"F50 31OCT23 5",172,5.6,24.9
"F50 31OCT23 6.2","FCR",50,"10/31/2023",6.2,25.9,1170,"F50 31oct23 6.2",6.424017472,9.050395368,2.626377896,1.106473572,"F50 31oct23 6.2",757,2.4,32.3
"F50 31OCT23 8","FCR",50,"10/31/2023",8,30.5,1440,"F50 31oct23 8",6.039764083,8.632591233,2.59282715,1.34151125,"F50 31oct23 8",807,3.2,25.8
"F50 31oct23 9","FCR",50,"10/31/2023",9,31.2,961,"F50 31oct23 9",5.883662244,8.40278517,2.519122926,1.323904112,"F50 31OCT23 9",983,3.6,26.3
"B50 6NOV23 0.1","BVR",50,"11/6/2023",0.1,20.4,376,"B50 6nov23 0.1",4.016812936,7.820858008,3.804045072,0.331561633,"B50 6nov23 0.1",11.8,6.3,2.6
"B50 6NOV23 3","BVR",50,"11/6/2023",3,23.6,445,"B50 6nov23 3",3.9,7.5,3.6,0.3,"B50 6nov23 3",20.8,5.8,3.9
"B50 6NOV23 6","BVR",50,"11/6/2023",6,24.2,449,"B50 6NOV23 6",4.485712406,7.989353116,3.503640711,0.281755782,"B50 6nov23 6",23.4,5,2
"B50 6NOV23 9","BVR",50,"11/6/2023",9,22.1,396,"B50 6nov23 9",3.930691802,7.476916518,3.546224715,0.28,"B50 6nov23 9",19.5,5.3,3.1
"F50 6NOV23 0.1","FCR",50,"11/6/2023",0.1,43.6,545,"F50 6NOV23 0.1",5.748773966,9.474222826,3.72544886,0.405297579,"F50 6nov23 0.1",59.7,8.4,15.4
"F50 6NOV23 1.6","FCR",50,"11/6/2023",1.6,45.5,642,"F50 6nov23 1.6",5.203637562,8.890982327,3.687344766,0.4061137,"F50 6nov23 1.6",59.8,11.6,13.3
"F50 6NOV23 3.8","FCR",50,"11/6/2023",3.8,39.3,621,"F50 6nov23 3.8",5.2,8.8,3.6,0.45,"F50 6nov23 3.8",104,8,15.2
"F50 6NOV23 5","FCR",50,"11/6/2023",5,37.8,639,"F50 6nov23 5",5.197069024,8.646257391,3.449188367,0.44853954,"F50 6nov23 5",126,8,15.1
"F50 6NOV23 6.2","FCR",50,"11/6/2023",6.2,37.5,650,"F50 6nov23 6.2",5.309465769,8.996914864,3.687449096,0.45720928,"F50 6nov23 6.2",130,6.5,13.9
"F50 6NOV23 8","FCR",50,"11/6/2023",8,32.4,622,"F50 6nov23 8",4.866416056,8.355007991,3.488591934,0.446467064,"F50 6NOV23 8",128,6.6,14.9
"F50 6NOV23 9","FCR",50,"11/6/2023",9,36.2,609,"F50 6nov23 9",5.270231897,8.743396705,3.473164808,0.441270172,"F50 6nov23 9",133,11.9,14.1
"B50 14NOV23 0.1","BVR",50,"11/14/2023",0.1,27.6,579,"B50 14nov23 0.1",3.647409785,8.539000958,4.891591174,0.562039058,"B50 14NOV23 0.1",68.5,9.7,12.2
"B50 14NOV23 6","BVR",50,"11/14/2023",6,30.6,660,"B50 14NOV23 6",4.468449605,8.82313334,4.354683734,0.412124309,"B50 14nov23 6",39,6.7,7.2
"B50 14NOV23 9","BVR",50,"11/14/2023",9,27.7,442,"B50 14nov23 9",4.1,8.1,3.9,0.3,"B50 14nov23 9",24,8.6,4.3
"F100 14NOV23 0.1","FCR",100,"11/14/2023",0.1,53.3,259,"F100 14NOV23 0.1",5.432768815,6.77242982,1.339661006,0.091378094,"F100 14nov23 0.1",6.7,22.5,0.9
"F50 14NOV23 0.1","FCR",50,"11/14/2023",0.1,44.1,585,"F50 14nov23 0.1",5.266618251,8.868870196,3.602251945,0.310648619,"F50 14nov23 0.1",11,9.3,2.2
"F50 14NOV23 1.6","FCR",50,"11/14/2023",1.6,42.6,539,"F50 14nov23 1.6",5.208799913,8.788649439,3.579849526,0.311100792,"F50 14nov23 1.6",7.8,7,3.2
"F50 14NOV23 3","BVR",50,"11/14/2023",3,27,438,"B50 14nov23 3",4.120842167,8.466318653,4.345476487,0.629071982,"B50 14NOV23 3",78.6,8.7,11.8
"F50 14NOV23 3.8","FCR",50,"11/14/2023",3.8,42.6,543,"F50 14nov23 3.8",5.299141066,8.740825527,3.441684461,0.302113849,"F50 14nov23 3.8",5.3,7.5,2.8
"F50 14NOV23 5","FCR",50,"11/14/2023",5,49.2,628,NA,NA,NA,NA,NA,"F50 14nov23 5",9.2,7.9,1.6
"F50 14NOV23 6.2","FCR",50,"11/14/2023",6.2,45.4,586,"F50 14NOV23 6.2",5.895987291,9.608703507,3.712716216,0.312310906,"F50 14nov23 6.2",5.7,5.9,2.1
"F50 14NOV23 8","FCR",50,"11/14/2023",8,47.4,574,"F50 14nov23 8",5.04740873,8.645245083,3.597836353,0.309907635,"F50 14nov23 8",7.5,9.6,1.9
"F50 14NOV23 9","FCR",50,"11/14/2023",9,49.1,600,"F50 14nov23 9",5.288816362,8.753167182,3.464350819,0.341792053,"F50 14nov23 9",9.5,6.4,1.5
"B50 4DEC23 0.1","BVR",50,"12/4/2023",0.1,34.5,537,"B50 4dec23 0.1",3.874580668,7.813127912,3.938547244,0.330029872,"B50 4dec23 0.1",11.1,6.7,2.5
"B50 4DEC23 3","BVR",50,"12/4/2023",3,42.4,465,"B50 4dec23 3",3.723453115,7.949283337,4.225830222,0.38367109,"B50 4dec23 3",21.8,8.1,5.7
"B50 4DEC23 6","BVR",50,"12/4/2023",6,31.9,457,"B50 4dec23 6",3.761792768,7.820858008,4.05906524,0.312570356,"B50 4dec23 6",10.1,3.7,3.3
"B50 4DEC23 9","BVR",50,"12/4/2023",9,28.2,441,"B50 4dec23 9",3.810021325,8.06114337,4.251122045,0.368321783,"B50 4dec23 9",10.7,8.2,3.6
"F100 4DEC23 0.1","FCR",100,"12/4/2023",0.1,40.4,152,"F100 4dec23 0.1",4.036384457,6.424098364,2.387713906,0.135688663,"F100 4DEC23 0.1",6.9,22.9,2.7
"F50 4DEC23 0.1","FCR",50,"12/4/2023",0.1,42.1,550,"F50 4DEC23 0.1",5.560801251,9.173290585,3.612489334,0.317100628,"F50 4dec23 0.1",11.3,4.8,5.4
"F200 4DEC23 0.1","FCR",200,"12/4/2023",0.1,51.3,192,"F200 4dec23 0.1",4.977269452,7.607888466,2.630619014,0.24,"F200 4dec23 0.1",47.1,1.5,10.2
"F50 4DEC23 1.6","FCR",50,"12/4/2023",1.6,47.8,553,"F50 4dec23 1.6",5.387933513,8.605067324,3.217133811,0.297252986,"F50 4dec23 1.6",9.8,4.2,2.8
"F50 4DEC23 3.8","FCR",50,"12/4/2023",3.8,40.4,494,"F50 4dec23 3.8",5.258874723,8.649805823,3.390931099,0.296518204,"F50 4dec23 3.8",8.8,7,4.7
"F50 4DEC23 5","FCR",50,"12/4/2023",5,48.1,613,"F50 4dec23 5",5.186085566,8.689916201,3.503830635,0.30522254,"F50 4dec23 5",7,4.6,2.2
"F50 4DEC23 6.2","FCR",50,"12/4/2023",6.2,46.3,569,"F50 4DEC23 6.2",5.208831932,9.009376396,3.800544464,0.307961618,"F50 4dec23 6.2",7.5,7.5,2.9
"F50 4DEC23 8","FCR",50,"12/4/2023",8,48,588,"F50 4dec23 8",5.088517122,8.543873286,3.455356164,0.303752977,"F50 4dec23 8",7.8,4.3,2.9
"F50 4DEC23 9","FCR",50,"12/4/2023",9,46.4,569,"F50 4DEC23 9",5.636565764,9.354458899,3.717893135,0.321394861,"F50 4dec23 9",9.6,6.3,1.9
"F100.1 10jul23 ISCOb","FCR",100.1,"7/10/2023",0.1,360,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 12OCT23 ISCOB","FCR",100.1,"10/12/2023",0.1,37.3,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 12SEP23 ISCOB","FCR",100.1,"9/12/2023",0.1,54.2,308,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 14NOV23 ISCOB","FCR",100.1,"11/14/2023",0.1,37.2,210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 14NOV23 ISCOA","FCR",100.1,"11/14/2023",0.1,46.9,313,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 17JUL23 ISCOB","FCR",100.1,"7/17/2023",0.1,721.6,5511,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 17OCT23 ISCOA","FCR",100.1,"10/17/2023",0.1,50,311,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 17SEP23 ISCOA","FCR",100.1,"9/17/2023",0.1,503.8,3982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 1AUG22 ISCOB","FCR",100.1,"8/1/2022",0.1,417,2178,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 24JUL23 ISCOA","FCR",100.1,"7/24/2023",0.1,544.5,3333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 24JUL23 ISCOB","FCR",100.1,"7/24/2023",0.1,409.2,2728,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 26jun23 iscoA","FCR",100.1,"6/26/2023",0.1,194.2,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 26jun23 iscoB","FCR",100.1,"6/26/2023",0.1,181,978,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 29aug23 ISCOB","FCR",100.1,"8/29/2023",0.1,104,642,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 29aug23 iscoA","FCR",100.1,"8/29/2023",0.1,101,559,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 31JUL23 ISCOB","FCR",100.1,"7/31/2023",0.1,1029.6,6017,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 31JUL23 ISCOA","FCR",100.1,"7/31/2023",0.1,904.2,5368,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 31OCT23 ISCOB","FCR",100.1,"10/31/2023",0.1,37.2,206,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 31OCT23 ISCOA","FCR",100.1,"10/31/2023",0.1,45.3,245,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 3jul23 ISCOB","FCR",100.1,"7/3/2023",0.1,593,2847,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 3jul23 ISCOA","FCR",100.1,"7/3/2023",0.1,380,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 3OCT23 ISCOA","FCR",100.1,"10/3/2023",0.1,55,289,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 3OCT23 ISCOB","FCR",100.1,"10/3/2023",0.1,65.4,377,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 4DEC23 ISCOA","FCR",100.1,"12/4/2023",0.1,24.3,223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 4DEC23 ISOCB","FCR",100.1,"12/4/2023",0.1,24.8,198,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 5JUN23 ISCOA","FCR",100.1,"6/5/2023",0.1,138,796,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 5JUN23 ISCOB","FCR",100.1,"6/5/2023",0.1,99.1,561,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 7AUG23 ISCOA","FCR",100.1,"8/7/2023",0.1,442.2,3080,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 7AUG23 ISCOB","FCR",100.1,"8/7/2023",0.1,645.7,4015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F100.1 8MAY23 ISCOB","FCR",100.1,"5/8/2023",0.1,112,634,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FCR",50,"5/2/2022",1.6,NA,NA,"F 2MAY22 1.6",4.370206924,16.10694604,11.73673912,0.349143285,"f 02may22 1.6",9.6,7.4,1.2
NA,"FCR",50,"5/23/2022",8,NA,NA,"F50 23MAY22 8",4.544626407,9.43587128,4.891244874,0.453350047,NA,NA,NA,NA
NA,"CCR",50,"6/30/2022",21,NA,NA,"C50 30JUN22 21",11.15568584,14.4483495,3.29266366,0.592967591,"c50 30jun22 21.0",257,25.3,25.9
NA,"FCR",100,"7/5/2022",0.1,NA,NA,"F100 5JUL22 0.1",4.695261415,6.649173876,1.953912461,0.669837988,"f100 05jul22 0.1",19.9,16.8,528
NA,"CCR",50,"8/19/2022",20,NA,NA,"C50 19AUG22 20",12.48097345,15.05487889,2.573905441,0.84083983,"c50 19aug22 30.0",639,3.1,5.9
NA,"BVR",50,"8/22/2022",3,NA,NA,"B50 22AUG22 3",3.281540447,7.73446389,4.452923443,0.35,NA,NA,NA,NA
NA,"BVR",50,"9/19/2022",6,NA,NA,"B50 19SEP22 6",6.309632651,9.308896971,2.999264319,2.065190529,NA,NA,NA,NA
NA,"BVR",50,"10/11/2022",7,NA,NA,"B50 11OCT22 7",5.452304221,8.486394153,3.034089933,1.87,"b50 11oct22 7.0",1460,10.3,6
NA,"CCR",50,"11/17/2022",21,NA,NA,"C50 17NOV22 21",13.76507453,16.47905851,2.713983984,0.326031734,"c50 17nov22 21.0",41.4,3.3,141
NA,"CCR",300,"6/30/2023",0.1,NA,NA,"C300 30jun23 0.1",2.499723357,4.194835499,1.695112142,0.166784005,"C300 30JUN23 SMB STREAM 0.1",8.5,66.9,54.7
NA,"FCR",50,"5/23/2022",5,NA,NA,NA,NA,NA,NA,NA,"f50 23may22 5.0",92.3,14.2,4.2
NA,"FCR",100,"9/18/2023",0.1,NA,NA,NA,NA,NA,NA,NA,"f100 18sep23 0.1",16.6,19.4,20.1
