"Reservoir","Site","DateTime","Depth_m","Rep","TP_ugL","TN_ugL","Flag_DateTime","Flag_TP_ugL","Flag_TN_ugL","NO3NO2_ugL","NH4_ugL","SRP_ugL","Flag_NH4_ugL","Flag_SRP_ugL","Flag_NO3NO2_ugL","DIC_mgL","DC_mgL","DOC_mgL","DN_mgL","Flag_DC_mgL","Flag_DIC_mgL","Flag_DOC_mgL","Flag_DN_mgL"
"BVR",50,2022-08-22 12:00:00,3,1,NA,NA,0,0,0,NA,NA,NA,0,0,0,3.3,7.7,4.5,0.35,0,0,0,0
"BVR",50,2022-09-19 12:00:00,6,1,NA,NA,0,0,0,NA,NA,NA,0,0,0,6.3,9.3,3,2.065,0,0,0,0
"BVR",50,2022-10-11 12:00:00,7,1,NA,NA,0,0,0,6,1460,10,0,0,0,5.5,8.5,3,1.87,0,0,0,0
"BVR",50,2023-03-21 10:56:00,0.1,1,20.1,368,0,0,0,66,51,6,0,0,0,3.2,5.3,2,0.293,0,0,0,0
"BVR",50,2023-03-21 11:35:00,3,1,19.5,386,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"BVR",50,2023-03-21 11:46:00,6,1,16.5,354,0,0,0,67,55,4,0,0,0,2.8,5.5,2.8,0.32,0,0,0,0
"BVR",50,2023-03-21 11:58:00,9,1,19.2,336,0,0,0,67,61,4,0,3,0,2.8,5.5,2.8,0.334,0,0,0,0
"BVR",50,2023-04-12 11:30:00,0.1,1,18.7,220,0,0,0,2,8,6,0,0,3,2.6,5.8,3.2,0.2,0,0,0,0
"BVR",50,2023-04-12 11:48:00,3,1,17.6,218,0,0,0,5,8,4,0,0,0,2.5,5.8,3.3,0.216,0,0,0,0
"BVR",50,2023-04-12 12:06:00,6,1,23.7,321,0,0,0,21,8,5,0,0,0,2.4,5.4,3,0.238,0,0,0,0
"BVR",50,2023-04-12 12:23:00,9,1,22.5,461,0,0,0,56,172,3,0,3,0,2.7,5.7,3,0.42,0,0,0,0
"BVR",50,2023-04-24 10:16:00,0.1,1,16.8,281,0,0,0,2,6,3,0,3,3,2.7,5.9,3.2,0.199,0,0,0,0
"BVR",50,2023-04-24 10:30:00,3,1,19.5,217,0,0,0,3,8,4,0,0,3,2.4,5.7,3.3,0.227,0,0,0,0
"BVR",50,2023-04-24 10:46:00,6,1,20.1,263,0,0,0,2,7,5,0,0,3,2.4,5.5,3,0.21,0,0,0,0
"BVR",50,2023-04-24 10:55:00,9,1,20.8,401,0,0,0,40,82,4,0,0,0,2.6,5.3,2.6,0.306,0,0,0,0
"BVR",50,2023-05-01 10:22:00,0.1,1,24.3,272,0,0,0,1,4,3,3,3,3,2.5,5.4,2.9,0.217,0,0,0,0
"BVR",50,2023-05-01 10:44:00,3,1,22,257,0,0,0,5,8,2,0,3,0,2.5,5.7,3.2,0.227,0,0,0,0
"BVR",50,2023-05-01 11:09:00,6,1,26.7,307,0,0,0,4,16,4,0,0,3,2.5,5.3,2.9,0.225,0,0,0,0
"BVR",50,2023-05-01 11:24:00,9,1,23.6,284,0,0,0,17,37,4,0,3,0,2.8,5.5,2.7,0.255,0,0,0,0
"BVR",50,2023-05-08 10:44:00,0.1,1,16.4,248,0,0,0,3,5,3,0,3,3,NA,NA,NA,NA,0,0,0,0
"BVR",50,2023-05-08 11:05:00,3,1,15.9,213,0,0,0,2,8,3,0,3,3,2.5,5.6,3.1,0.211,0,0,0,0
"BVR",50,2023-05-08 11:15:00,6,1,21.5,266,0,0,0,3,10,3,0,3,3,2.7,5.5,2.8,0.192,0,0,0,0
"BVR",50,2023-05-08 11:25:00,9,1,25.6,470,0,0,0,3,205,3,0,3,3,3.4,5.6,2.2,0.334,0,0,0,0
"BVR",50,2023-05-22 10:20:00,0.1,1,17.4,182,0,0,0,0,4,3,3,3,3,2.6,5.8,3.1,0.22,0,0,0,0
"BVR",50,2023-05-22 10:30:00,3,1,13,240,0,0,0,3,13,4,0,3,3,2.7,5.9,3.2,0.24,0,0,0,0
"BVR",50,2023-05-22 10:42:00,6,1,18.7,272,0,0,0,0,10,5,0,0,43,3.2,5.8,2.6,0.23,0,0,0,0
"BVR",50,2023-05-22 10:55:00,9,1,25.9,715,0,0,0,2,439,6,0,0,3,3.7,6.4,2.7,0.52,0,0,0,0
"BVR",50,2023-05-29 10:14:00,0.1,1,16.5,250,0,0,0,3,10,6,0,0,3,3.6,7.4,3.8,0.3,0,0,0,0
"BVR",50,2023-05-29 10:21:00,3,1,14,211,0,0,0,3,12,4,0,0,3,2.8,6.2,3.4,0.255,0,0,0,0
"BVR",50,2023-05-29 10:28:00,6,1,15.2,209,0,0,0,3,11,3,0,3,3,2.8,5.9,3.1,0.227,0,0,0,0
"BVR",50,2023-05-29 10:35:00,9,1,29.8,836,0,0,0,0,581,8,0,0,3,4.4,7.2,2.8,0.784,0,0,0,0
"BVR",50,2023-06-05 12:00:00,0.1,1,12.4,233,1,0,0,5,9,3,0,3,0,3,5.8,2.9,0.21,0,0,0,0
"BVR",50,2023-06-05 12:00:00,3,1,15.3,231,1,0,0,4,15,4,0,3,0,2.9,5.8,2.9,0.25,0,0,0,0
"BVR",50,2023-06-05 12:00:00,6,1,17.8,231,1,0,0,4,13,1,0,3,3,3,6.1,3.1,0.24,0,0,0,0
"BVR",50,2023-06-05 12:00:00,9,1,31.3,868,1,0,0,3,671,16,0,0,3,4.4,7.4,3,0.73,0,0,0,0
"BVR",50,2023-06-14 10:48:00,0.1,1,14.8,220,0,0,0,3,7,0,0,3,3,3.2,6.4,3.2,0.22,0,0,0,0
"BVR",50,2023-06-14 10:54:00,3,1,13.9,217,0,0,0,3,9,3,0,3,3,3.1,6.1,3,0.23,0,0,0,0
"BVR",50,2023-06-14 11:04:00,6,1,20.4,232,0,0,0,4,876,28,0,0,3,4.2,7.1,2.9,0.954,0,0,0,0
"BVR",50,2023-06-14 11:14:00,9,1,26.8,630,0,0,0,3,7,3,0,3,3,3.3,6,2.7,0.2,0,0,0,0
"BVR",50,2023-06-19 10:08:00,0.1,1,13.9,297,0,0,0,4,7,2,0,3,3,2.7,5.6,2.9,0.2,0,0,0,0
"BVR",50,2023-06-19 10:13:00,3,1,15.4,214,0,0,0,1,10,2,0,3,3,2.6,5.5,2.8,0.201,0,0,0,0
"BVR",50,2023-06-19 10:18:00,6,1,18.4,235,0,0,0,4,11,3,0,3,3,3.1,6.1,2.9,0.212,0,0,0,0
"BVR",50,2023-06-19 10:25:00,9,1,36.6,1060,0,0,0,5,710,12,0,0,0,4.4,7.5,3.1,0.81,0,0,0,0
"BVR",50,2023-06-26 09:45:00,0.1,1,15.7,229,0,0,0,1,4,4,3,3,3,2.9,6,3.1,0.217,0,0,0,0
"BVR",50,2023-06-26 09:54:00,3,1,14.3,204,0,0,0,2,9,3,0,3,3,3.1,6.2,3.1,0.221,0,0,0,0
"BVR",50,2023-06-26 10:08:00,6,1,14.5,157,0,0,0,1,6,4,0,3,3,3.2,5.8,2.6,0.203,0,0,0,0
"BVR",50,2023-06-26 10:17:00,9,1,34.1,981,0,0,0,3,658,19,0,0,3,4.5,7.1,2.6,0.734,0,0,0,0
"BVR",50,2023-07-03 10:08:00,0.1,1,12.9,219,0,0,0,0,8,4,0,3,43,2.7,5.8,3.1,0.21,0,0,0,0
"BVR",50,2023-07-03 10:21:00,3,1,13.5,179,0,0,0,0,8,4,0,0,43,3.2,6.2,3,0.22,0,0,0,0
"BVR",50,2023-07-03 10:29:00,6,1,30.3,429,0,0,0,4,6,3,0,3,3,3.6,6.1,2.5,0.24,0,0,0,0
"BVR",50,2023-07-03 10:39:00,9,1,32.8,1050,0,0,0,3,701,27,0,0,3,4.9,7.5,2.6,0.79,0,0,0,0
"BVR",50,2023-07-10 10:25:00,0.1,1,11.3,193,0,0,0,2,6,2,0,3,3,2.9,5.8,2.9,0.2,0,0,0,0
"BVR",50,2023-07-10 10:31:00,3,1,12.9,234,0,0,0,1,11,3,0,3,3,2.7,6,3.3,0.24,0,0,0,0
"BVR",50,2023-07-10 10:50:00,6,1,21.4,318,0,0,0,8,10,3,0,3,0,3.2,6.2,2.9,0.22,0,0,0,0
"BVR",50,2023-07-10 10:57:00,9,1,32,1280,0,0,0,6,1100,28,0,0,0,4.9,8.2,3.3,1.18,0,0,0,0
"BVR",50,2023-07-17 13:20:00,0.1,1,15.1,297,0,0,0,2,12,3,0,3,3,2.9,6.2,3.3,0.21,0,0,0,0
"BVR",50,2023-07-17 13:25:00,3,1,12.4,212,0,0,0,4,10,2,0,3,3,3.2,7,3.8,0.25,0,0,0,0
"BVR",50,2023-07-17 13:35:00,6,1,20.2,247,0,0,0,3,14,4,0,0,3,3.3,6.3,2.9,0.24,0,0,0,0
"BVR",50,2023-07-17 13:40:00,9,1,26.9,846,0,0,0,2,603,14,0,0,3,4.4,7.3,2.9,0.729,0,0,0,0
"BVR",50,2023-07-24 13:55:00,0.1,1,15.6,280,0,0,0,0,10,6,0,0,43,3,6.3,3.3,0.234,0,0,0,0
"BVR",50,2023-07-24 14:13:00,3,1,12.5,178,0,0,0,0,13,6,0,0,43,3.3,6.5,3.2,0.248,0,0,0,0
"BVR",50,2023-07-24 14:26:00,6,1,21.7,279,0,0,0,1,17,4,0,0,3,3.7,6.4,2.8,0.253,0,0,0,0
"BVR",50,2023-07-24 14:35:00,9,1,34.4,1530,0,0,0,4,1260,31,0,0,3,5.7,8.9,3.3,1.49,0,0,0,0
"BVR",50,2023-07-31 10:22:00,0.1,1,12.4,279,0,0,0,0,6,6,0,0,43,3.5,7,3.6,0.273,0,0,0,0
"BVR",50,2023-07-31 10:30:00,3,1,16.2,232,0,0,0,3,13,6,0,0,3,3.1,6.9,3.7,0.267,0,0,0,0
"BVR",50,2023-07-31 10:37:00,6,1,53.1,669,0,0,0,3,16,8,0,0,3,3.9,6.7,2.8,0.306,0,0,0,0
"BVR",50,2023-07-31 10:47:00,9,1,30.3,1140,0,0,0,4,787,20,0,0,3,5.5,8.9,3.4,1.054,0,0,0,0
"BVR",50,2023-08-07 11:50:00,0.1,1,16.1,319,0,0,0,2,8,3,0,3,3,3.1,7.1,3.9,0.27,0,0,0,0
"BVR",50,2023-08-07 11:51:00,3,1,23.6,391,0,0,0,0,13,6,0,0,43,3,6.8,3.8,0.27,0,0,0,0
"BVR",50,2023-08-07 12:05:00,6,1,21.2,298,0,0,0,4,16,2,0,3,3,4.1,6.5,2.4,0.23,0,0,0,0
"BVR",50,2023-08-07 12:12:00,9,1,27.5,871,0,0,0,5,462,6,0,0,0,4.7,7.2,2.5,0.58,0,0,0,0
"BVR",50,2023-08-14 10:23:00,0.1,1,25.2,354,0,0,0,1,7,8,0,0,3,3.3,7.6,4.4,0.3,0,0,0,0
"BVR",50,2023-08-14 10:35:00,3,1,18.4,372,0,0,0,3,12,7,0,0,3,3.4,7.8,4.4,0.381,0,0,0,0
"BVR",50,2023-08-14 11:11:00,6,1,28.5,408,0,0,0,4,12,2,0,3,3,4.4,6.9,2.5,0.24,0,0,0,0
"BVR",50,2023-08-14 11:35:00,9,1,23.4,1050,0,0,0,2,823,17,0,0,3,6.2,8.7,2.5,1.011,0,0,0,0
"BVR",50,2023-08-22 10:25:00,0.1,1,21.7,426,0,0,0,2,11,8,0,0,3,3.4,7.8,4.5,0.337,0,0,0,0
"BVR",50,2023-08-22 10:44:00,3,1,23.5,428,0,0,0,2,10,7,0,0,3,NA,NA,NA,NA,0,0,0,0
"BVR",50,2023-08-22 11:05:00,6,1,27.5,378,0,0,0,2,13,3,0,3,3,4.7,6.9,2.2,0.17,0,0,0,0
"BVR",50,2023-08-22 11:15:00,9,1,23.3,1530,0,0,0,3,1270,8,0,0,3,6,8.7,2.6,1.52,0,0,0,0
"BVR",50,2023-08-29 10:40:00,0.1,1,21.8,415,0,0,0,3,13,5,0,0,3,3.2,7.6,4.3,0.36,0,0,0,0
"BVR",50,2023-08-29 10:47:00,3,1,22.6,383,0,0,0,2,19,3,0,3,3,3.6,8,4.5,0.39,0,0,0,0
"BVR",50,2023-08-29 10:54:00,6,1,21.7,295,0,0,0,3,16,1,0,3,3,4.4,6.4,2,0.17,0,0,0,0
"BVR",50,2023-08-29 11:00:00,9,1,27.2,1450,0,0,0,2,1290,10,0,0,3,5.9,9.2,3.3,1.5,0,0,0,0
"BVR",50,2023-09-05 10:20:00,0.1,1,25.1,447,0,0,0,6,14,2,0,3,0,3.2,6.9,3.7,0.28,0,0,0,0
"BVR",50,2023-09-05 10:35:00,3,1,24.2,380,0,0,0,7,8,4,0,3,0,3.3,6.9,3.6,0.27,0,0,0,0
"BVR",50,2023-09-05 10:48:00,6,1,29.5,433,0,0,0,5,11,3,0,3,0,5.1,7.5,2.4,0.19,0,0,0,0
"BVR",50,2023-09-05 11:10:00,9,1,22.6,1330,0,0,0,5,1160,13,0,0,0,5.9,9.3,3.4,1.36,0,0,0,0
"BVR",50,2023-09-12 10:40:00,0.1,1,21.3,479,0,0,0,1,5,6,0,0,3,3.5,7.3,3.8,0.27,0,0,0,0
"BVR",50,2023-09-12 10:40:00,3,1,16.4,348,0,0,0,0,10,5,0,0,3,NA,NA,NA,NA,0,0,0,0
"BVR",50,2023-09-12 10:49:00,6,1,21.3,404,0,0,0,2,16,2,0,3,3,4.8,6.9,2.1,0.2,0,0,0,0
"BVR",50,2023-09-12 10:59:00,9,1,16.9,1120,0,0,0,0,840,8,0,0,43,5.8,8.4,2.6,1.08,0,0,0,0
"BVR",50,2023-09-18 10:35:00,0.1,1,24.4,332,0,0,0,3,9,4,0,0,3,3.4,7.2,3.9,0.28,0,0,0,0
"BVR",50,2023-09-18 10:46:00,3,1,27.4,353,0,0,0,13,7,3,0,3,0,3.4,7.1,3.7,0.27,0,0,0,0
"BVR",50,2023-09-18 10:54:00,6,1,29.9,336,0,0,0,3,8,3,0,3,3,4.6,6.9,2.4,0.2,0,0,0,0
"BVR",50,2023-09-18 11:04:00,9,1,22.8,1614,0,0,0,4,1570,15,0,0,3,6.2,10.1,3.9,1.84,0,0,0,0
"BVR",50,2023-09-25 12:00:00,0.1,1,23.6,335,1,0,0,3,7,6,0,0,3,3.7,7.2,3.5,0.27,0,0,0,0
"BVR",50,2023-09-25 12:00:00,3,1,22.4,409,1,0,0,5,21,5,0,0,0,3.8,7.4,3.6,0.382,0,0,0,0
"BVR",50,2023-09-25 12:00:00,6,1,26.7,387,1,0,0,2,14,2,0,3,3,4.2,7,2.8,0.229,0,0,0,0
"BVR",50,2023-09-25 12:00:00,9,1,18.5,2346,1,0,0,4,1790,12,0,0,3,5.9,9.3,3.4,2.09,0,0,0,0
"BVR",50,2023-10-03 10:38:00,0.1,1,55.8,1070,0,0,0,2,8,6,0,0,3,3.8,7.3,3.5,0.27,0,0,0,0
"BVR",50,2023-10-03 10:43:00,3,1,20.4,398,0,0,0,3,9,5,0,0,3,3.6,7,3.4,0.24,0,0,0,0
"BVR",50,2023-10-03 10:52:00,6,1,31.9,405,0,0,0,3,14,2,0,3,3,4.7,7.5,2.8,0.22,0,0,0,0
"BVR",50,2023-10-03 11:02:00,9,1,16.2,2166,0,0,0,3,1780,8,0,0,3,6.8,9.6,2.8,2,0,0,0,0
"BVR",50,2023-10-09 10:16:00,0.1,1,18.1,345,0,0,0,7,18,6,0,0,0,3.3,6.3,3,0.254,0,0,0,0
"BVR",50,2023-10-09 10:28:00,3,1,20.5,352,0,0,0,4,11,5,0,0,3,3.3,6.7,3.3,0.286,0,0,0,0
"BVR",50,2023-10-09 10:41:00,6,1,20.1,369,0,0,0,2,6,4,0,0,3,3.9,7,3.1,0.273,0,0,0,0
"BVR",50,2023-10-09 10:59:00,9,1,20.6,2379,0,0,0,4,1810,13,0,0,3,6.5,9.6,3.1,2.18,0,0,0,0
"BVR",50,2023-10-17 10:50:00,0.1,1,19.7,365,0,0,0,5,17,6,0,0,0,4,7.7,3.7,0.28,0,0,0,0
"BVR",50,2023-10-17 11:00:00,3,1,20,355,0,0,0,4,19,4,0,3,3,4.1,7.6,3.5,0.31,0,0,0,0
"BVR",50,2023-10-17 11:15:00,6,1,28.2,451,0,0,0,6,15,4,0,3,0,4,7.8,3.8,0.28,0,0,0,0
"BVR",50,2023-10-17 11:30:00,9,1,25.3,2433,0,0,0,7,1330,8,0,0,0,6.2,9.1,2.8,1.603,0,0,0,0
"BVR",50,2023-10-24 10:55:00,0.1,1,15.4,283,0,0,0,3,37,3,0,3,3,3.9,7.4,3.6,0.301,0,0,0,0
"BVR",50,2023-10-24 11:06:00,3,1,19.6,413,0,0,0,4,34,5,0,0,3,4.8,8,3.2,0.266,0,0,0,0
"BVR",50,2023-10-24 11:18:00,6,1,18.6,403,0,0,0,2,40,4,0,0,3,4,7.6,3.6,0.3,0,0,0,0
"BVR",50,2023-10-24 11:32:00,9,1,21.2,603,0,0,0,4,173,4,0,3,3,4.3,7.2,3,0.37,0,0,0,0
"BVR",50,2023-10-31 10:30:00,0.1,1,23.3,427,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"BVR",50,2023-10-31 10:47:00,3,1,18.9,370,0,0,0,6,17,195,0,0,0,3.8,16,12.2,0.324,0,0,0,0
"BVR",50,2023-10-31 11:07:00,6,1,16.2,373,0,0,0,3,99,5,0,0,3,4.1,7.5,3.4,0.365,0,0,0,0
"BVR",50,2023-10-31 11:18:00,9,1,32.9,743,0,0,0,3,226,3,0,3,3,4.1,7.3,3.2,0.42,0,0,0,0
"BVR",50,2023-11-06 10:16:00,0.1,1,20.4,376,0,0,0,3,12,6,0,0,3,4,7.8,3.8,0.332,0,0,0,0
"BVR",50,2023-11-06 10:32:00,3,1,23.6,445,0,0,0,4,21,6,0,0,3,3.9,7.5,3.6,0.3,0,0,0,0
"BVR",50,2023-11-06 10:43:00,6,1,24.2,449,0,0,0,2,23,5,0,0,3,4.5,8,3.5,0.282,0,0,0,0
"BVR",50,2023-11-06 10:50:00,9,1,22.1,396,0,0,0,3,20,5,0,0,3,3.9,7.5,3.5,0.28,0,0,0,0
"BVR",50,2023-11-14 10:26:00,0.1,1,27.6,579,0,0,0,12,68,10,0,0,0,3.6,8.5,4.9,0.562,0,0,0,0
"BVR",50,2023-11-14 10:40:00,3,1,27,438,0,0,0,12,79,9,0,0,0,4.1,8.5,4.3,0.629,0,0,0,0
"BVR",50,2023-11-14 11:00:00,6,1,30.6,660,0,0,0,7,39,7,0,0,0,4.5,8.8,4.4,0.412,0,0,0,0
"BVR",50,2023-11-14 11:15:00,9,1,27.7,442,0,0,0,4,24,9,0,0,3,4.1,8.1,3.9,0.3,0,0,0,0
"BVR",50,2023-12-04 10:16:00,0.1,1,34.5,537,0,0,0,2,11,7,0,0,3,3.9,7.8,3.9,0.33,0,0,0,0
"BVR",50,2023-12-04 10:37:00,3,1,42.4,465,0,0,0,6,22,8,0,0,0,3.7,7.9,4.2,0.384,0,0,0,0
"BVR",50,2023-12-04 10:57:00,6,1,31.9,457,0,0,0,3,10,4,0,3,3,3.8,7.8,4.1,0.313,0,0,0,0
"BVR",50,2023-12-04 11:05:00,9,1,28.2,441,0,0,0,4,11,8,0,0,3,3.8,8.1,4.3,0.368,0,0,0,0
"CCR",50,2022-06-30 12:00:00,21,1,NA,NA,0,0,0,26,257,25,0,0,0,11.2,14.4,3.3,0.593,0,0,0,0
"CCR",50,2022-08-19 12:00:00,20,1,NA,NA,0,0,0,6,639,3,0,3,0,12.5,15.1,2.6,0.841,0,0,0,0
"CCR",50,2022-11-17 12:00:00,21,1,NA,NA,0,0,0,141,41,3,0,3,0,13.8,16.5,2.7,0.326,0,0,0,0
"CCR",201,2023-05-04 09:55:00,0.1,1,9.5,99.5,0,0,0,25,7,3,0,3,0,4.3,6,1.7,0.141,0,0,0,0
"CCR",500,2023-05-04 10:31:00,0.1,1,10.1,144,0,0,0,10,6,1,0,3,0,NA,NA,NA,NA,0,0,0,0
"CCR",301,2023-05-04 11:00:00,0.1,1,8.2,76.3,0,0,3,15,4,0,3,3,0,2.1,2.5,0.4,0.089,0,0,3,0
"CCR",400,2023-05-04 12:05:00,0.1,1,26.9,107,0,0,0,53,31,4,0,0,0,NA,NA,NA,NA,0,0,0,0
"CCR",50,2023-05-04 14:10:00,0.1,1,12.7,162,0,0,0,4,15,2,0,3,3,7.4,10.7,3.3,0.23,0,0,0,0
"CCR",50,2023-05-04 14:20:00,1.5,1,14.6,185,0,0,0,3,13,1,0,3,3,7.5,10.8,3.3,0.2,0,0,0,0
"CCR",50,2023-05-04 14:30:00,6,1,14.1,194,0,0,0,3,7,3,0,3,3,7.4,10.4,2.9,0.2,0,0,0,0
"CCR",50,2023-05-04 14:40:00,9,1,15,175,0,0,0,3,8,2,0,3,3,7.1,10,2.9,0.192,0,0,0,0
"CCR",50,2023-05-04 14:50:00,20,1,13,173,0,0,0,13,28,5,0,0,0,6.8,9.6,2.8,0.218,0,0,0,0
"CCR",50,2023-06-01 09:45:00,0.1,1,11.3,203,0,0,0,2,5,1,0,3,3,7.5,10.4,2.9,0.18,0,0,0,0
"CCR",50,2023-06-01 10:00:00,1.5,1,11.4,160,0,0,0,2,8,0,0,43,3,7.4,10.4,3,0.19,0,0,0,0
"CCR",50,2023-06-01 10:10:00,6,1,12,143,0,0,0,2,8,2,0,3,3,7.6,10.5,2.9,0.2,0,0,0,0
"CCR",50,2023-06-01 10:20:00,9,1,12.2,159,0,0,0,7,8,2,0,3,0,8.4,10.8,2.4,0.18,0,0,0,0
"CCR",50,2023-06-01 10:30:00,20,1,11.5,164,0,0,0,14,26,4,0,3,0,8.4,11.1,2.7,0.22,0,0,0,0
"CCR",101,2023-06-01 12:00:00,0.1,1,8.7,112,1,0,0,50,7,4,0,3,0,2.3,5.4,3,0.204,0,0,0,0
"CCR",300,2023-06-01 12:00:00,0.1,1,5.9,73.8,1,3,3,13,9,2,0,3,0,1.9,3.8,1.9,0.135,0,0,0,0
"CCR",50,2023-06-30 12:00:00,0.1,1,9.1,202,1,0,0,2,6,0,0,43,3,7.6,11,3.5,0.2,0,0,0,0
"CCR",50,2023-06-30 12:00:00,1.5,1,7.7,169,1,0,0,3,7,1,0,3,3,7.5,10.5,3,0.19,0,0,0,0
